Name,Size at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Thankful,Video Share Status,Post Views,Total Views,Total Views for all Crossposts,URL,Message,Link,Final Link,Link Text,Description,Sponsor Id,Sponsor Name,Score
Sajid Javid,8944,2017-12-14 07:42:39 EST,Status,6,0,2,1,1,0,2,0,0,,0,0,0,https://www.facebook.com/sajidjavidbromsgrove/posts/1941778559184321,"Today we remember 71 souls lost to the Grenfell tragedy. Lives that will never fulfil their potential. We must carry the weight of that loss together, to heal and to ensure it can never happen again",,,,,,,-2.75
Sajid Javid,9253,2017-12-14 07:00:00 EST,Status,1,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/sajidjavidbromsgrove/posts/1946826202012890,"Today we remember 71 souls lost to the Grenfell tragedy. Lives that will never fulfil their potential. We must carry the weight of that loss together, to heal and to ensure it can never happen again",,,,,,,-33.0
David Lammy,31498,2017-12-14 06:53:19 EST,Native Video,151,7,6,33,0,0,39,0,0,original,3087,3224,0,https://www.facebook.com/DavidLammyTottenham/posts/10154925600481541,"My friend Khadija Saye was a hugely talented emerging artist with so much to offer the world whose life was tragically cut short 6 months ago. In politics I am meant to be objective, but I am totally committed to supporting the Grenfell families, speaking out on their behalf and getting the justice that they need and deserve. Today we remember those who lost their lives in Grenfell Tower, support the families and commit to fight for justice for all those who lived in Grenfell.",https://www.facebook.com/DavidLammyTottenham/videos/10154925600481541/,,Grenfell Memorial,,,,-1.13135593220339
David Lammy,31498,2017-12-14 05:39:26 EST,Native Video,41,0,5,6,0,0,11,0,0,original,1213,1283,0,https://www.facebook.com/DavidLammyTottenham/posts/10154925534841541,,https://www.facebook.com/DavidLammyTottenham/videos/10154925534841541/,,Grenfell Memorial Service,,,,-4.238095238095238
Tom Watson,47799,2017-12-14 03:28:18 EST,Native Video,87,7,0,2,0,1,21,2,0,share,1066,101038,0,https://www.facebook.com/tom.watson.uk/posts/1651722444849746,Today is six months on from Grenfell. It must not happen again.,https://www.facebook.com/JeremyCorbynMP/videos/10156012653963872/,,Jeremy Corbyn,"Today marks six months since the devastating fire in Grenfell Tower.

We must ensure the victims, survivors and community get justice.",,,-3.033333333333333
Jeremy Corbyn,1381047,2017-12-14 02:30:00 EST,Native Video,3021,222,1181,289,6,4,590,23,0,original,61599,101042,0,https://www.facebook.com/JeremyCorbynMP/posts/10156012653963872,"Today marks six months since the devastating fire in Grenfell Tower. We must ensure the victims, survivors and community get justice.",https://www.facebook.com/JeremyCorbynMP/videos/10156012653963872/,,Jeremy Corbyn | Six Months On From Grenfell Tower,,,,1.3014634146341464
Diane Abbott MP,42271,2017-12-13 15:41:00 EST,Native Video,30,0,6,3,0,0,0,3,0,original,615,651,0,https://www.facebook.com/Dianeabbott/posts/1014253718717086,"6 months on from the #Grenfell Fire Tomassina, a walkways resident who was affected by the catastrophe, explains how you can support the community. You can join the silent walk to remember those who died at 6.30pm on this Thursday 14 December - https://www.facebook.com/events/502913553441210/",https://www.facebook.com/Dianeabbott/videos/1014253718717086/,,Six months on - show your support for Grenfell,,,,-5.285714285714286
Jack Dromey MP,1761,2017-12-13 14:23:00 EST,Native Video,68,14,17,2,0,0,1,1,0,original,633,834,0,https://www.facebook.com/JackDromeyMPforErdington/posts/1678081438910516,Today I put the Prime Minister on the spot in Prime Ministers Questions. Not one penny from the Government to make Birmingham’s 213 tower blocks safe post the Grenfell Tower fire. And the grotesque contrast of Birmingham hit hard by the biggest cuts in local government history with her leafy constituency of Maidenhead suffering the smallest cuts of any in Britain. One law for Maidenhead. Another for Birmingham. Watch and share my question to the PM if you agree Birmingham should be given a fair funding deal,https://www.facebook.com/JackDromeyMPforErdington/videos/1678075738911086/,,PMQs 13.12.17,,,,1.7758620689655173
Jack Dromey MP,1761,2017-12-13 10:59:18 EST,Link,24,9,0,0,0,0,0,8,0,,0,0,0,https://www.facebook.com/JackDromeyMPforErdington/posts/1678086165576710,One law for Maidenhead. Another for Birmingham. Today I asked the PM about the grotesque contrast of cuts between Birmingham and her leafy constituency of Maidenhead.,https://www.thelondoneconomic.com/news/politics/prime-minister-accused-one-law-constituency-parliament-hears-least-hit-austerity/13/12/,,The London Economic,"#PMQs 

“Not one penny to fit sprinklers to Birmingham’s 230 tower blocks from Government,” said Jack Dromey MP for the #Birmingham constituency of #Erdington.

“Now the city is suffering the biggest cuts in local government history is to suffer a further £100 million unfair funding cuts,” added the The Labour Party MP.

“Yet Maidenhead is the constituency the least hard-hit of any in Britain.

“How can the Prime Minister begin to justify one law for her own constituency and another law for the great city of Birmingham?”

#Grenfell #Justice4Grenfell #Cuts #Austerity #CutsHaveConsequences",,,-1.1951219512195121
Sadiq Khan,697893,2017-12-12 09:58:10 EST,Photo,94,6,14,8,0,0,0,0,0,,0,0,0,https://www.facebook.com/sadiqforlondon/posts/1739392159446897,The tragic fire at Grenfell Tower took a terrible toll on the local community. Pleased we’ve been able to help local firms to get back on their feet. london.gov.uk/press-releases:=:https://www.london.gov.uk/media-centre…,https://www.facebook.com/sadiqforlondon/photos/a.920112751374846.1073741837.275283499191111/1739391346113645/?type=3,,,,,,-7.860655737704918
Diane Abbott MP,42253,2017-12-12 07:07:09 EST,Link,91,9,37,0,1,0,13,15,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/1013614568781001,Jeremy Corbyn: “It is a disgrace that the majority of Grenfell residents have still not been given homes and that tower blocks across our country have still not been made safe. We need answers from the government and we need action. “Grenfell was an entirely avoidable human disaster. The government must act now to prevent it from being repeated.”,https://www.theguardian.com/uk-news/2017/dec/11/corbyn-brands-failure-to-rehouse-grenfell-tower-survivors-a-disgrace,,Corbyn: failure to rehouse Grenfell Tower survivors a disgrace,"Labour leader joins David Lammy in condemning response to disaster, as public inquiry begins two days of hearings",,,1.509090909090909
David Lammy,31464,2017-12-11 08:28:33 EST,Link,97,5,28,1,1,0,14,25,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154918465836541,"hroughout the Grenfell inquiry process it is important to remember that the inquiry’s job is to hold those in power to account on behalf of those who lost their lives, their families and the survivors with fierce impartiality and without fear or favour. I was in North Kensington earlier today. As I said on the Today programme this morning, RBKC are treating Grenfell survivors as consumers, not human beings. It is transactional and about numbers, not about what people need. It is also important to remember that almost 6 months on from Grenfell the Government's promises lie in tatters.Half of Grenfell families are still in hotel rooms, 4/5 will not have a permanent home by Christmas. The 3 week rehousing promise has become 1 year. They have been failed again and again by the state. It is nothing short of a disgrace that only one in five households have been found permanent homes six months on from the fire and it becomes clearer every day that the Government should have sent in...",https://www.theguardian.com/uk-news/2017/dec/11/corbyn-brands-failure-to-rehouse-grenfell-tower-survivors-a-disgrace,,Corbyn: failure to rehouse Grenfell Tower survivors a disgrace,"Labour leader joins David Lammy in condemning response to disaster, as public inquiry begins two days of hearings",,,-2.4678362573099415
Jeremy Corbyn,1380622,2017-12-11 08:05:17 EST,Native Video,2723,112,0,674,42,2,2,0,0,share,113400,270681,0,https://www.facebook.com/JeremyCorbynMP/posts/10156006171213872,Inspiring to see people coming together to help the youngest survivors of the Grenfell Tower fire.,https://www.facebook.com/DoubleDownNews/videos/1538903802861944/,,Double Down News,"Meet the incredible Welsh Farmer who raised £10,000 to give children affected by Grenfell a week they would never forget",,,-1.1282700421940928
Jeremy Corbyn,1380622,2017-12-11 04:02:24 EST,Link,1534,175,503,12,7,1,299,546,0,,0,0,0,https://www.facebook.com/JeremyCorbynMP/posts/10156005731573872,Six months after the Grenfell Tower fire and survivors are still being failed. We need answers from the Government and we need action.,http://www.independent.co.uk/news/uk/home-news/grenfell-tower-fire-victims-jeremy-corbyn-john-healey-a8102711.html,,Government 'failing' Grenfell Tower victims six months after fire,"Jeremy Corbyn has accused the Prime Minister of “failing” Grenfell Tower survivors, most of whom remain homeless six months on from the blaze. Labour rounded on the Government for the slow progress in rehousing displaced families despite early pledges to have everyone out of hotels within three ...",,,-1.1351966200844978
Tom Watson,47546,2017-12-09 16:35:42 EST,Link,559,34,123,11,1,0,34,25,0,,0,0,0,https://www.facebook.com/tom.watson.uk/posts/1647321751956482,"The tragedy of Grenfell Tower was a national disgrace and the way it was handled by Kensington and Chelsea council - both in the aftermath and still today - is also a national disgrace. I welcome the intervention by the Equalities and Human Rights Commission to launch a swift inquiry into whether the government and the council failed in their duties to protect life and provide safe housing. Most importantly, they will report back in April. That's four months time, not four years down the line. The victims, the survivors and the families deserve answers and they deserve them quickly.",https://www.theguardian.com/uk-news/2017/dec/09/human-rights-commission-to-launch-own-grenfell-fire-inquiry,,Human rights commission to launch its own Grenfell fire inquiry,Dramatic intervention will examine whether government and local council failed in duty to protect life and provide safe housing,,,1.428312159709619
Rushanara Ali,779020,2017-12-07 10:37:15 EST,Native Video,1678,45,135,47,5,0,1,0,0,original,10761,11885,0,https://www.facebook.com/rushanaraali/posts/10158064393414619,Next week will be the 6 month anniversary of the Grenfell Tower fire. Yesterday I questioned the Chancellor on why there wasn’t any money in his budget for sprinkler systems for high-rise tower blocks. Retroactively fitting full sprinkler systems have been shown to successfully prevent and extinguish fires. You can watch a clip from the session below.,https://www.facebook.com/rushanaraali/videos/10158064393414619/,,Treasury Select Committee,,,,-1.423338566195709
Nick Boles MP,914,2017-12-05 10:01:55 EST,Native Video,0,0,0,0,0,0,0,0,0,share,111,243,0,https://www.facebook.com/nickbolesofficial/posts/1390934861032583,Great to discuss my ideas for a Square Deal on housing with Tim Montgomerie at Policy Exchange.,https://www.facebook.com/PolicyExchange/videos/1767650186601211/,,Policy Exchange,"Britain is in the grip of a housing crisis. 

As part of his series on how the Conservatives can recapture the initiative, Nick Boles MP – former Director of Policy Exchange, former Minister for Planning and Minister for Skills, and author of www.squaredeal.org.uk – has written on how the Government can build the number of homes needed. He urges the development of a ‘Grenfell Housing Commission’ to build 500,000 affordable homes in 10 years – funded by a ‘Grenfell bond’; requiring developers to speed up development on sites where they have planning permission; and reform of the housing market, including increasing the number of suppliers. Here he is in conversation with Tim Montgomerie, founder of UnHerd.",,,-100.0
David Lammy,31352,2017-11-30 10:22:37 EST,Photo,63,20,90,0,4,0,77,165,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154891353331541,When Grenfell was the top story on the news the PM promised to rehouse all Grenfell survivors within 3 weeks. Now that deadline has been extended to 12 months and many survivors will be spending Christmas in a B&B room this year.,https://www.facebook.com/DavidLammyTottenham/photos/a.10151122350126541.433894.19129786540/10154891353276541/?type=3,,,,,,-1.6825775656324582
Mike Gapes MP,833,2017-11-29 07:11:43 EST,Photo,16,0,0,2,0,0,0,0,0,,0,0,0,https://www.facebook.com/mikegapesilford/posts/691777477696216,"I met with Electrical Safety First recently to find out more about how constituents in Ilford South can stay electrically safe at home. Electricity causes half of all fires in England’s homes. Recent tragic events at Grenfell Tower have made everyone much more aware of the risks from electrical products – items we use unthinkingly, every day. I would like to encourage people to sign up and support this campaign by visiting www.supportsaferhomes.com:=:https://www.supportsaferhomes.com/ Electrical Safety First have also developed a range of resources to help check the safety of a property. This includes a mobile phone app, which provides a quick visual check of the electrics in a home, plus a link to find a registered electrician in your area. https://www.electricalsafetyfirst.org.uk/guides-and-advice/around-the-home/overloading-sockets/:=:https://www.electricalsafetyfirst.org.uk/errorpages/servererror/?aspxerrorpath=/guides-and-advice/around-the-home/overloading-sockets/",https://www.facebook.com/mikegapesilford/photos/a.211307452409890.1073741827.211303929076909/691776121029685/?type=3,,,,,,-1.3333333333333333
Wes Streeting MP,6173,2017-11-27 09:30:29 EST,Photo,44,1,1,2,0,0,0,0,0,,0,0,0,https://www.facebook.com/wesstreetingmp/posts/1453885627994335,"Yesterday I appeared on the BBC's Sunday Politics London to discuss the Budget and housing, Grenfell and domestic violence and abuse. If you missed the programme, you can watch it back on BBC iPlayer here: www.bbc.co.uk/iplayer/episode/b09fx7l3:=:https://www.bbc.co.uk/iplayer/episode/b09fx7l3/sunday-politics-london-26112017 via @bbciplayer",https://www.facebook.com/wesstreetingmp/photos/a.575142252535348.1073741826.177717252277852/1453885597994338/?type=3,,,,,,-1.9375
Sadiq Khan,690922,2017-11-26 06:32:58 EST,Link,504,32,42,27,8,1,3,0,0,,0,0,0,https://www.facebook.com/sadiqforlondon/posts/1721399364579510,"Keeping Londoners safe is my top priority - and it's absolutely essential that we learn every lesson we can from the terrible Grenfell tragedy. My draft London Plan, published this week, will set out the highest standards for fire safety. http://www.mirror.co.uk/news/politics/new-council-tower-blocks-london-11587601.amp",http://www.mirror.co.uk/news/politics/new-council-tower-blocks-london-11587601.amp,,All new council tower blocks in London to be fitted with sprinkler systems,"Fire safety plans will have to be included in all future planning applications, with at least one evacuation lift",,,1.3680709534368072
Diane Abbott MP,41789,2017-11-21 03:29:00 EST,Link,10,3,1,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/999979400144518,"“The Grenfell Tower fire was a national tragedy, exposing a national breakdown in our system of fire-safety checks and controls. It demands a national response from government to make sure it can never happen again.” Agree with John Healey MP? Sign our letter to Theresa May now → labour.org.uk/makehomessafe:=:https://action.labour.org.uk/page/s/make-homes-safe/",http://labour.org.uk/makehomessafe,https://action.labour.org.uk/page/s/make-homes-safe/,Theresa May must make all homes safe from fire,Sign our letter to Theresa May urging her to fit all tower blocks with sprinklers to make homes safe and protect thousands of families from fire.,,,-6.857142857142857
Diane Abbott MP,41790,2017-11-20 11:57:00 EST,Link,31,9,11,0,4,0,5,20,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/999961430146315,The Tories asked Kensington residents this week to rate how important the Grenfell tragedy is on a scale of 0-10. Insensitive doesn't even cover it. Sign this ↓,http://bit.ly/mhs-gf,https://action.labour.org.uk/page/s/Tory-Kensington-Survey/?source=MHSgrenfellsurvey&subsource=labourfacebook&utm_medium=labourfacebook&utm_source=facebookpost&utm_campaign=MHSgrenfellsurvey,Theresa May: Respect Grenfell as a national tragedy,Sign this and tell the Tories why Grenfell must not be ignored,,,-1.2
Melanie Onn MP for Great Grimsby,2783,2017-11-20 06:57:35 EST,Photo,36,5,7,2,0,0,0,0,0,,0,0,0,https://www.facebook.com/Melanie4Grimsby/posts/710968175761333,"Labour is calling on the government to set aside £1bn to properly fund the retrofitting of sprinklers in all Council and Housing Association tower blocks across the country. We want the government to start with tower blocks that are 30 meters or higher, which is around 10 storeys, principally to make sure that there are no residents living in high rises without the added safety of sprinklers. It is vitally important to make sure that there are no Councils or Housing Associations unable to do that vital work because they don’t have enough funds. Back in 2007, when Labour was in government, we made it compulsory for all new high rise blocks to have sprinklers fitted. We are now urging this government, in light of the tragedy at Grenfell Tower - and prior to that in Lakanal House - to take on board the necessity to make sure that people living in high rises are afforded the same protections as those who are living in new build blocks. We know that there have been coroner’s reports...",https://www.facebook.com/Melanie4Grimsby/photos/a.326404740884347.1073741828.323661811158640/710968175761333/?type=3,,Timeline Photos,,,,1.3888888888888888
Diane Abbott MP,41791,2017-11-19 12:09:00 EST,Native Video,96,18,74,0,4,0,17,74,0,original,2073,3229,0,https://www.facebook.com/Dianeabbott/posts/999956063480185,How can Theresa May stand up in PMQs and say she’s ‘taking Grenfell seriously’ when her party just sent out a SURVEY asking local residents to rate the tragedy on a scale of 0-10? Appalled? Us too. Share and sign this ↓ http://bit.ly/mhs-lf:=:https://action.labour.org.uk/page/s/make-homes-safe/?source=makehomessafe&subsource=facebook&utm_medium=facebook&utm_source=facebookpost&utm_campaign=makehomessafe,https://www.facebook.com/Dianeabbott/videos/999956063480185/,,The Tories' Insensitive Grenfell Survey,,,,1.2863636363636364
Sarah Newton,1972,2017-11-17 13:32:01 EST,Link,9,0,1,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/SarahNewtonTandF/posts/734411623426869,Congratulations to Esmé and everyone involved with the Cornwall Hugs Grenfell project. I am proud of Cornwall’s response to this terrible tragedy.,http://www.bbc.co.uk/news/av/uk-42011930/cornwall-hugs-grenfell,http://www.bbc.co.uk/news/av/uk-42011930/he-looks-out-the-window-for-her,He looks out the window for her,How Charlie is healing after losing his best friend at Grenfell.,,,-0.3333333333333333
Alison McGovern MP,2449,2017-11-17 06:58:53 EST,Link,2,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/alisonmcgovernforwirralsouth/posts/1311824458922374,Please give what you can. We need a Hillsborough law to fundamentally change the relationship between state and citizen. #ynwa https://t.co/mBhPe1Oi1Q:=:https://twitter.com/Knox_Harrington/status/931490258478301184,https://t.co/mBhPe1Oi1Q,https://twitter.com/Knox_Harrington/status/931490258478301184,Neil Atkinson on Twitter,“There is now a Just Giving page to help fundraise for the @HillsboroughLaw campaign to get it passed prior to the Grenfell Inquiry. That page is here. Please have a look and donate if you can: https://t.co/HgYQB4lWWL:=:https://www.justgiving.com/fundraising/broudiejacksoncanter”,,,-10.0
David Lammy,31230,2017-11-17 04:33:08 EST,Photo,394,13,14,56,0,0,0,0,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154860905346541,"Thank you for the award last night at the European Diversity Awards. Dedicated to Khadija Saye, the residents of Grenfell and and the fight for justice.",https://www.facebook.com/DavidLammyTottenham/photos/a.10152845178966541.1073741828.19129786540/10154860905301541/?type=3,,,,,,-1.5052410901467506
Diane Abbott MP,41779,2017-11-16 12:26:00 EST,Link,75,8,21,7,0,1,0,0,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/999850793490712,A recap of why Labour is demanding £1bn from Philip Hammond’s Budget to fund the purchase of sprinklers for council flat blocks.,https://labourlist.org/2017/11/corbyn-demands-cash-for-sprinklers-and-ties-grenfell-tragedy-to-super-rich-tax-scams/,,Corbyn demands cash for sprinklers and ties Grenfell tragedy to elites' tax scams | LabourList,Jeremy Corbyn will today demand £1bn from Philip Hammond's Budget to fund the purchase of sprinklers for council flat blocks in a hard-hitting speech linking the Grenfell Tower tragedy to tax avoidance. The Labour leader will join John Healey to call on the chancellor to fund the retrofitting of spr...,,,1.1313131313131313
Rushanara Ali,773709,2017-11-14 13:25:24 EST,Native Video,596,8,46,18,1,0,4,1,0,original,4662,4792,0,https://www.facebook.com/rushanaraali/posts/10157990774604619,"Following the Grenfell fire, Dispatches last night revealed the lack of action taken by the housing regulator. Much more proactive work needs to be taken by them to protect social housing residents.",https://www.facebook.com/rushanaraali/videos/10157990774604619/,,Channel 4 Dispatches Video,,,,-4.035608308605341
David Lammy,31177,2017-11-14 12:01:18 EST,Link,102,13,20,2,1,0,18,67,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154854509676541,Kensington and Chelsea Conservatives leaflet is offensive and insensitive. The Grenfell Inquiry has barely got under way and the same group of politicians who have been in charge of the Royal Borough of Kensington and Chelsea appear to be already brushing what happened under the carpet. There should be apologies and the individuals involved should certainly be considering their positions. I simply cannot understand how this was allowed to happen. http://www.bbc.co.uk/news/uk-england-london-41984732,http://www.bbc.co.uk/news/uk-england-london-41984732,,Backlash over Tories' Grenfell leaflet,The Kensington Conservatives branch asks residents to rate how important the disaster is to them.,,,-1.9192825112107623
David Lammy,31177,2017-11-14 04:48:39 EST,Link,30,2,11,0,0,0,11,6,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154853837501541,"5 months since Grenfell. We must not forget. My heart breaks for what happened, and my heart breaks every day at how the victims are being failed again and again by the state. We will get justice even if the road is long. http://www.independent.co.uk/news/uk/home-news/grenfell-tower-fire-hotels-victims-families-majority-still-living-temporary-accommodation-government-a8036496.html",http://www.independent.co.uk/news/uk/home-news/grenfell-tower-fire-hotels-victims-families-majority-still-living-temporary-accommodation-government-a8036496.html,,"Majority of Grenfell Tower victims still living in hotels five months after tragedy, Government admits","Almost two-thirds of the families who lost their homes in the Grenfell Tower fire are still living in hotel-type accommodation almost five months after the blaze in which at least 80 people died, the Government has admitted. Of the 202 households that lost their homes in the fire, 130 are still livi...",,,-7.133333333333334
David Lammy,31165,2017-11-13 08:07:12 EST,Photo,213,98,253,1,135,0,25,344,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154851806331541,"What is wrong with these people? What sort of society are we becoming? Yes Kensington,Chelsea and Fulham Conservatives I still care about Grenfell and I'm bloody angry.",https://www.facebook.com/DavidLammyTottenham/photos/a.10151122350126541.433894.19129786540/10154851805761541/?type=3,,,,,,1.4724517906336088
"Kate Hollern, MP for Blackburn",1621,2017-11-13 07:23:46 EST,Native Video,5,1,0,0,0,0,0,0,0,share,57,21714,0,https://www.facebook.com/katehollernforblackburn/posts/1244785008959033,The Chancellor must allocate funds for sprinkler systems in tower blocks in his Budget. The Grenfell tower disaster highlighted the very real need for better fire safety precuations in tower blocks across the country. I support Jeremy Corbyn and urge the Chancellor to provide funds in order to give some peace of mind to the thousands across the country residing in tower blocks. #MakeHomesSafe,https://www.facebook.com/labourparty/videos/10155040011302411/,,The Labour Party,"Thousands of families live in tower blocks that aren’t properly protected against fire. 
Sign Jeremy's letter to Theresa May, urging her to set the funds aside to fit these homes with sprinklers ↓
http://bit.ly/mhs-lf:=:https://action.labour.org.uk/page/s/make-homes-safe/?source=makehomessafe&subsource=facebook&utm_medium=facebook&utm_source=facebookpost&utm_campaign=makehomessafe",,,-0.625
Nick Boles MP,912,2017-11-13 03:27:15 EST,Link,2,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/nickbolesofficial/posts/1370113473114722,"New Grenfell Housing Commission should build 50,000 affordable homes a year - https://t.co/PwHyt0m0YD:=:http://www.squaredeal.org.uk/square-deal-for-housing/",https://t.co/PwHyt0m0YD,http://www.squaredeal.org.uk/square-deal-for-housing/,Square Deal for Housing | Square Deal,One of the basic promises of Britain’s free society is that anyone who works hard and saves up for a few years should be able buy a decent home at a price they can afford. The greatest scandal of the past two decades is the failure of political leaders to keep this promise. Through cowardice and com...,,,-11.0
Jeremy Corbyn,1376140,2017-11-10 05:45:26 EST,Link,1127,229,250,10,6,2,71,178,0,,0,0,0,https://www.facebook.com/JeremyCorbynMP/posts/10155916575033872,"Labour's Shadow Secretary of State for Housing John Healey MP asks: Sprinklers save lives. So why, after Grenfell, isn’t the government doing more to make homes safe?",https://www.theguardian.com/commentisfree/2017/nov/10/sprinklers-save-lives-after-grenfell-tower-fireno-government-make-homes-safe?CMP=Share_iOSApp_Other,,"Sprinklers save lives. So why, after Grenfell, isn’t the government doing more? | John Healey","Councils which have asked for funding to make homes safe have been turned down or ignored, says John Healey, shadow secretary of state for housing and planning",,,-2.454885210891618
Rachel Reeves,15065,2017-11-09 09:39:46 EST,Photo,227,20,17,8,0,0,0,0,0,,0,0,0,https://www.facebook.com/rachelreeves10/posts/1957783530915694,"After the Grenfell Tower disaster, we need to know our homes are safe. I'm calling on Theresa May to set aside vital funding to make homes safe from fire. Join me: https://www.labour.org.uk/makehomessafe:=:https://action.labour.org.uk/page/s/make-homes-safe/",https://www.facebook.com/rachelreeves10/photos/a.390630190964377.108766.388650307829032/1957783530915694/?type=3,,Timeline Photos,,,,4.317460317460317
Tom Watson,45758,2017-11-09 07:55:00 EST,Link,214,20,31,7,0,0,0,1,0,,0,0,0,https://www.facebook.com/tom.watson.uk/posts/1616001858421805,"It is vital that the Government makes the money available to fit sprinklers into high-rise social housing. The tragedy of Grenfell Tower must never be repeated. Please sign Jeremy Corbyn's letter to Theresa May, urging her to set aside the funds to install sprinklers and make homes safe for thousands of families. Stand with us – add your signature to our letter now ↓ http://bit.ly/mhs-lf:=:https://action.labour.org.uk/page/s/make-homes-safe/?source=makehomessafe&subsource=facebook&utm_medium=facebook&utm_source=facebookpost&utm_campaign=makehomessafe",http://bit.ly/mhs-lf,https://action.labour.org.uk/page/s/make-homes-safe/?source=makehomessafe&subsource=facebook&utm_medium=facebook&utm_source=facebookpost&utm_campaign=makehomessafe,Theresa May must make all homes safe from fire,Sign our letter to Theresa May urging her to fit all tower blocks with sprinklers to make homes safe and protect thousands of families from fire.,,,-1.4578754578754578
Jeremy Corbyn,1376086,2017-11-09 02:00:00 EST,Link,4023,164,506,183,2,3,57,9,0,,0,0,0,https://www.facebook.com/JeremyCorbynMP/posts/10155912950613872,"Today, I call on the Chancellor to provide the funds to make homes safe and install sprinklers in tower blocks across our country, so people can live in safety and with peace of mind. We must learn the lessons of Grenfell.",http://www.mirror.co.uk/news/politics/jeremy-corbyn-calls-council-high-11488788,,Jeremy Corbyn calls for all high rises to be fitted with sprinklers,The Labour leader will call on the Chancellor to use his Budget to fund the retrofitting,,,1.0759025663331883
Diane Abbott MP,41668,2017-11-08 15:23:00 EST,Link,119,13,11,1,0,1,7,8,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/989030571239401,The Government must act now to avoid another Grenfell Tower catastrophe – fit fire sprinklers to high rise buildings now. Read why in this piece from September from Diane Abbott MP below ↓,https://www.politicshome.com/news/uk/social-affairs/opinion/house-commons/88952/diane-abbott-mp-government-must-act-now-avoid,,Diane Abbott MP: Government must act now to avoid another Grenfell Tower catastrophe – fit fire sprinklers to high rise buildings now,,,,1.391304347826087
Diane Abbott MP,41605,2017-11-07 15:22:00 EST,Link,113,6,16,11,0,0,6,0,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/989030174572774,"ICYMI, here is Diane Abbott MP's article from July on Grenfell and why ""we will never reach all those who need help without offering indefinite leave to remain. Without it, some people will simply be too wary of the authorities.""",https://www.theguardian.com/commentisfree/2017/jul/05/grenfell-survivors-full-immigration-amnesty-diane-abbott,,No Grenfell survivor should be deported | Diane Abbott,"We will never reach all those who need help without offering indefinite leave to remain. Without it, some people will simply be too wary of the authorities• Diane Abbott is the Labour shadow home secretary",,,1.3217391304347825
David Lammy,31099,2017-11-06 03:23:37 EST,Link,88,20,109,0,4,0,76,134,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154835145301541,Revealed in answers to my Parliamentary Questions's: two thirds of Grenfell families still living in B&B hotels five months after the fire. Only 26 families have been rehoused in a permanent home in five months. That is a total disgrace. The Government/RBKC should be ashamed. It breaks my heart that well over 100 Grenfell families will likely spend their Christmas in a bed and breakfast hotel. http://www.independent.co.uk/news/uk/home-news/grenfell-tower-fire-hotels-victims-families-majority-still-living-temporary-accommodation-government-a8036496.html,http://www.independent.co.uk/news/uk/home-news/grenfell-tower-fire-hotels-victims-families-majority-still-living-temporary-accommodation-government-a8036496.html,,"Majority of Grenfell Tower victims still living in hotels five months after tragedy, Government admits","Almost two-thirds of the families who lost their homes in the Grenfell Tower fire are still living in hotel-type accommodation almost five months after the blaze in which at least 80 people died, the Government has admitted. Of the 202 households that lost their homes in the fire, 130 are still livi...",,,-1.0278422273781902
Diane Abbott MP,41378,2017-10-31 07:14:49 EDT,Link,47,2,21,2,2,0,27,1,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/991442040998254,"Important read on the mental care needed by #GrenfellTower survivors. ""Psychologist leading responses says at least 11,000 people may have been affected, and that 1,300 have already been seen""↓",https://www.theguardian.com/uk-news/2017/oct/30/grenfell-tower-mental-health-response-largest-of-its-kind-in-europe?CMP=share_btn_fb,,Grenfell Tower mental health response 'largest of its kind in Europe',"Psychologist leading the response says at least 11,000 people may have been affected, and that 1,300 have already been seen",,,-1.1568627450980393
