Name,Day,URL,Message,Party,Platform,Month,Year,Month Year,Date,Party colour,West Midlands constituencies,Cladding mention
Diane Abbott,2017-07-31,https://www.facebook.com/Dianeabbott/posts/940914526051006,The Grenfell focus should be on the people - recent people from Diane Abbott MP for WriteYou,Labour,Facebook,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Diane Abbott,2017-07-28,https://twitter.com/HackneyAbbott/status/890887391220826113,"Those responsible for the Grenfell Tower fire must be held to account for their actions, and their neglect https://t.co/JGhJff5K2r",Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Diane Abbott,2017-07-26,https://twitter.com/HackneyAbbott/status/890129564910968833,Grenfell Tower: Council knew of emergency access fears - BBC News http://bbc.in/2uAe7RF,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Diane Abbott,2017-07-25,https://twitter.com/HackneyAbbott/status/889895116948852737,Grenfell Tower cladding supplier sees profits rise http://www.independent.co.uk/news/uk/home-news/grenfell-tower-cladding-profit-rise-arconic-fire-flammable-reynobond-panels-responsibility-police-a7858266.html,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,Cladding
Diane Abbott,2017-07-14,https://twitter.com/HackneyAbbott/status/885880433392709633,Labour is very clear. We continue to argue for a full immigration amnesty for survivors of the Grenfell fire and indefinite leave to remain https://t.co/EsJaHY3xKI,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Diane Abbott,2017-07-08,https://twitter.com/HackneyAbbott/status/883581506136006656,Is it true that water pressure at Grenfell blaze was too low & hampered fighting the fire? If so Thames Water has questions to answer https://t.co/BHGvLfa2nf,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Diane Abbott,2017-07-08,https://twitter.com/HackneyAbbott/status/883563548814835713,Grenfell: Why did 42m firefighting platform have to come from Surrey? Why didn't London Fire Brigade have its own? http://bbc.in/2tzV09P,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Diane Abbott,2017-07-07,https://twitter.com/HackneyAbbott/status/883277940917760000,The Govt must not wait for the results of the Grenfell inquiry to do the obvious - retro-fit sprinklers! My article for @CentralLobby https://twitter.com/CentralLobby/status/883234914270941185,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Diane Abbott,2017-07-05,https://twitter.com/HackneyAbbott/status/882669226171015168,My letter to the Home Secretary asking for a full immigration amnesty for survivors of the Grenfell Tower fire without a regularised status https://t.co/bEyZkCLfHc,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Diane Abbott,2017-07-05,https://twitter.com/HackneyAbbott/status/882644429529645056,Justice for the Grenfell survivors demands a full immigration amnesty | my thoughts on today's announcement https://www.theguardian.com/commentisfree/2017/jul/05/grenfell-survivors-full-immigration-amnesty-diane-abbott?CMP=share_btn_tw,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Diane Abbott,2017-07-05,https://twitter.com/HackneyAbbott/status/882591332639920128,My thoughts on the announcement regarding granting of right to remain for Grenfell survivors https://m.facebook.com/story.php?story_fbid=928526783956447&id=146266335515833&__tn__=%2As https://twitter.com/LabourHomeTeam/status/882589589323599875,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Diane Abbott,2017-07-03,https://twitter.com/HackneyAbbott/status/881920446014345216,The survivors of the Grenfell Tower fire deserve justice. They must be heard. https://twitter.com/guardiannews/status/881897852418441216,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Diane Abbott,2017-07-03,https://twitter.com/HackneyAbbott/status/881914367339614208,Today I asked the Govt for an immigration amnesty for survivors of Grenfell Tower who's status could prevent them from accessing support https://twitter.com/AntiRacismDay/status/881913911322300417,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Diane Abbott,2017-07-01,https://twitter.com/HackneyAbbott/status/881098606819803137,We Must Not Lose Sight Of The Human Beings Still Caught Up In The Grenfell Tragedy - my @HuffPostUKPol piece. http://www.huffingtonpost.co.uk/diane-abbott/grenfell-tower_b_17348876.html?ncid=engmodushpmg00000004,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-01,https://www.facebook.com/Dianeabbott/posts/927273627415096,"In case you missed it, here is Diane Abbott MP recently in the House of Commons asking the Government for an immigration amnesty for survivors of Grenfell Tower who's status could prevent them from accessing support",Labour,Facebook,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-11,https://www.facebook.com/Dianeabbott/posts/949450725197386,"Hit SHARE now if you agree with Diane Abbott MP - cuts to our fire and rescue service need to end ↓ ARTICLE: Tories decimate fire services Figures obtained by the Fire Brigades Union (FBU) last month show that under Tory austerity almost one in fivefront-line firefighter posts — some 11,000 jobs — have been lost since 2010, making it a post war record. Firefighter jobs have been cut across Britain for seven years now and in total, these cuts mean that 19 per cent of the entire firefighting workforce has been slashed. Almost 8,000 of the total jobs lost since 2010 are to full-time firefighter posts and additionally nearly 3,000 “retained” (on-call) jobs have gone. Over 1,000 firefighter jobs have been lost in Scotland, 300 in Wales and around 100 in Northern Ireland. Such cuts have consequences, whatever the Tories may claim, and are putting the public at risk. As Matt Wrack, general secretary of the FBU, said: “After a tragedy like Grenfell Tower, the public need to feel safe. It...",Labour,Facebook,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-15,https://www.facebook.com/Dianeabbott/posts/953344611474664,"Grenfell fire victims are still being betrayed, two months on - latest piece from Diane Abbott MP.",Labour,Facebook,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-21,https://www.facebook.com/Dianeabbott/posts/953932011415924,"ICYMI here is Diane Abbott MP's recent article on how the Grenfell fire victims are still being betrayed, two months on.",Labour,Facebook,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-25,https://www.facebook.com/Dianeabbott/posts/958388114303647,"The Grenfell disaster had a huge toll on the mental health of both residents and witnesses, watch this short BBC video ↓",Labour,Facebook,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-29,https://www.facebook.com/Dianeabbott/posts/960338300775295,,Labour,Facebook,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-31,https://www.facebook.com/Dianeabbott/posts/961471243995334,"""I really hope somebody is going to pay and recognise the fact that we need to be ready and prepared with the best equipment available.Sadly I've not got a money tree stored in my office, or an endless budget, but there are new threats"" says London Fire chief . Show support to our Fire services by sharing ↓",Labour,Facebook,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-31,https://www.facebook.com/Dianeabbott/posts/961475597328232,"I called on Govt for immigration amnesty for Grenfell survivors, they offered only 12 months and deadline to apply is today! Not good enough.",Labour,Facebook,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-31,https://www.facebook.com/Dianeabbott/posts/961561877319604,Unfair to put #Grenfell survivors through a process which may involve excessive fees and the threat of deportation. Read my letter to the Home Secretary↓,Labour,Facebook,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-31,https://twitter.com/HackneyAbbott/status/903218997855956994,Unfair to put #Grenfell survivors through a process which may involve excessive fees and the threat of deportation. https://twitter.com/HackneyAbbott/status/882669226171015168,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-31,https://twitter.com/HackneyAbbott/status/903217009202266114,"I called on Govt for immigration amnesty for Grenfell survivors, they offered only 12 months and deadline to apply is today! Not good enough https://t.co/K1oPJ1tSHL",Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-30,https://twitter.com/HackneyAbbott/status/902869465796370432,A Carnival for Grenfell... how Notting Hill fell silent in tribute https://www.standard.co.uk/news/london/notting-hill-carnivalgoers-praised-for-grenfell-disaster-response-a3621871.html,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-27,https://twitter.com/HackneyAbbott/status/901755683657404416,Going to Notting Hill Carnival today or tomorrow? Wear #GreenForGrenfell & observe a minute's silence at 3pm on both days #NHC #Grenfell https://t.co/tZSEg3TM5h,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-27,https://twitter.com/HackneyAbbott/status/901751963221729281,"Kensington MP @emmadentcoad pays tribute at the #Grenfell multi-faith service, opening today's #NHC https://t.co/bdDPOwYLkO",Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-26,https://twitter.com/HackneyAbbott/status/901393490613022722,Going to Notting Hill Carnival? Wear #GreenForGrenfell & observe a minute's silence at 3pm on both days #NHC #Grenfell See you on the road! https://t.co/qfrCDLW8ym,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-25,https://twitter.com/HackneyAbbott/status/901014819373027328,Grenfell Tower: The mental health toll http://www.bbc.co.uk/news/av/uk-41045051/grenfell-tower-the-mental-health-toll,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-23,https://twitter.com/HackneyAbbott/status/900368402824523776,Going to Notting Hill Carnival? Wear #GreenForGrenfell and observe the minute's silence at 3pm on both days #NHC #Grenfell https://t.co/KY3RN1uNh4,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-21,https://twitter.com/HackneyAbbott/status/899636855209066496,Messages from the Tower:Piecing together the timeline of the Grenfell Tower fire in the words of victims & survivors http://www.bbc.co.uk/news/resources/idt-sh/grenfell_voices,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-21,https://twitter.com/HackneyAbbott/status/899611396060708865,2 months on and less than one third of funds have reached those affected by Grenfell Tower fire #Grenfell https://www.theguardian.com/uk-news/2017/aug/18/just-30-per-cent-of-grenfell-tower-fire-funds-have-reached-victims,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-21,https://twitter.com/HackneyAbbott/status/899610359492890624,Grenfell resident concerned survivors will bid against each other for new homes. Govt should provide more housing http://www.itv.com/news/2017-08-20/widowed-grenfell-resident-fears-bidding-war-for-new-homes/,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-17,https://twitter.com/HackneyAbbott/status/898194356854804481,Volunteers Want Grenfell Survivors To Have Unconditional University Offers Whatever Their Results https://www.buzzfeed.com/fionarutherford/volunteers-want-grenfell-survivors-to-have-unconditional?utm_term=.aonRD0R0D via @Fi_Rutherford,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-17,https://twitter.com/HackneyAbbott/status/898080999942311936,Fire chief criticises terms of inquiry into Grenfell Tower blaze https://www.theguardian.com/uk-news/2017/aug/16/grenfell-tower-inquiry-moore-bick-fire-brigades-union?CMP=share_btn_tw,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-17,https://twitter.com/HackneyAbbott/status/898078435758813184,Fire chief criticises terms of inquiry into Grenfell Tower blaze http://www.bbc.co.uk/news/education-40946785,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-15,https://twitter.com/HackneyAbbott/status/897436373883518977,Kensington MP @emmadentcoad voices her concern & anger that Grenfell inquiry will not consider wider social issues https://kensingtonlabour.com/2017/08/15/grenfell-inquiry-terms-of-reference/,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-15,https://twitter.com/HackneyAbbott/status/897422061462839297,Grenfell Inquiry wont answer wider factors leading to the fire. Govt is off the hook on cuts/social housing+more https://www.theguardian.com/uk-news/2017/aug/15/grenfell-fire-public-inquiry-to-consider-cause-and-council-response,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-14,https://twitter.com/HackneyAbbott/status/897092641028022273,"Grenfell fire victims are still being betrayed, two months on - My article for @guardian https://www.theguardian.com/commentisfree/2017/aug/14/grenfell-tower-fire-victims-betrayed-commissioners-community?CMP=share_btn_tw",Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-14,https://twitter.com/HackneyAbbott/status/897089841988501508,.@bmelaw4grenfell express concern to Charity Commission over delivery of Grenfell charity funds https://www.channel4.com/news/peter-herbert-there-are-issues-of-race-and-class-here,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-14,https://twitter.com/HackneyAbbott/status/897059164794564608,Govt deadline for Grenfell survivors to apply for 12 month immigration amnesty is 31 Aug: https://www.theguardian.com/commentisfree/2017/jul/05/grenfell-survivors-full-immigration-amnesty-diane-abbott https://t.co/jYjerPrXSu,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-14,https://twitter.com/HackneyAbbott/status/897057550415396864,"""Evidence of systemic failure"" - 2 months later 134 Grenfell families still in hotels - Commissioners needed now! http://www.mirror.co.uk/news/uk-news/134-grenfell-tower-families-still-10981980#ICID=sharebar_twitter",Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-11,https://twitter.com/HackneyAbbott/status/895938887394131968,Grenfell Tower fire money 'not reaching survivors' http://www.bbc.co.uk/news/uk-england-london-40895134,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-08,https://twitter.com/HackneyAbbott/status/894856062314139648,Grenfell fire: criminal charges with long prison terms not ruled out https://www.theguardian.com/uk-news/2017/aug/07/grenfell-fire-criminal-charges-with-long-prison-terms-not-ruled-out-director-of-public-prosecutions?CMP=share_btn_tw,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-07,https://twitter.com/HackneyAbbott/status/894553099263762432,Residents traumatised by Grenfell fire going without mental health support from council - this from local councillor https://www.easterneye.eu/grenfell-believe-council-still-failing/,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-04,https://twitter.com/HackneyAbbott/status/893391079852171264,Survivors of Grenfell fire are now getting racist abuse. Horrible. There are no words http://bbc.in/2v24Ymw,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-02,https://twitter.com/HackneyAbbott/status/892791255502954497,The #Grenfell Inquiry public consultation closes in 2 days. @bmelaw4grenfell explain the terms of reference and contributing to the inquiry https://twitter.com/bmelaw4grenfell/status/891217452151033856,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-02,https://twitter.com/HackneyAbbott/status/892690165831004160,"Revelations about the 1,652 empty homes in Grenfell area 'simply unacceptable' https://www.theguardian.com/uk-news/2017/aug/02/revelations-about-empty-homes-in-grenfell-area-simply-unacceptable?CMP=share_btn_tw",Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-08-02,https://twitter.com/HackneyAbbott/status/892689130169217024,"Thousands may have been traumatised by Grenfell fire, say experts https://www.theguardian.com/uk-news/2017/aug/01/grenfell-tower-fire-psychological-trauma-mental-health",Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-01,https://www.facebook.com/Dianeabbott/posts/961957940613331,"From Jeremy Corbyn: I would like to wish Muslims in Britain and across the world Eid Mubarak. During Hajj, the Muslim pilgrimage, Muslims from all over the world to come together to pray for humanity, to reflect on themselves and to commemorate the Prophet Ibrahim. Today, Muslims remember this story by carrying its message with them. A message of compassion for those less fortunate and of sharing what we have with others. These values are more relevant today than ever. We must come together in our communities and as a society to draw strength from our shared humanity. This year, I have travelled across the country and visited many mosques. I have seen the work Muslims are doing in their communities; volunteering in foodbanks and community centers, and supporting the families of Grenfell Tower. That is the true spirit of Eid. From myself, and on behalf of the Labour Party, I wish you Eid Mubarak.",Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-05,https://www.facebook.com/Dianeabbott/posts/963993700409755,The Charity Silence of Suicide reports 20 suicide attempts of Grenfell survivors and witnesses. This serious situation requires long term mental health support ↓,Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-06,https://www.facebook.com/Dianeabbott/posts/964563813686077,"BBC short film in memory of 24 year old artist, Khadija Saye who died along with her mother Mary Mendy in the Grenfell fire. Khadija’s life was cut short just as she was about to have her work featured at the renowned Venice Biennale art exhibition. Condolences to her family and to the families of all those whose died in this tragedy. https://www.youtube.com/watch?v=X6qVcm_e0CY",Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-07,https://www.facebook.com/Dianeabbott/posts/961474657328326,The issue of an immigration amnesty for #Grenfell survivors has been in the news again this week - here is Diane Abbott MP in Parliament earlier this year explaining why it is needed. Read more at https://www.theguardian.com/commentisfree/2017/jul/05/grenfell-survivors-full-immigration-amnesty-diane-abbott,Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-08,https://www.facebook.com/Dianeabbott/posts/965375300271595,#Grenfell Tower Fire Inquiry's deadline to apply as a core participant is TODAY. For further information: https://www.grenfelltowerinquiry.org.uk/wp-content/uploads/2017/08/Protocol_CP_final_for18Aug.docx.pdf,Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-08,https://www.facebook.com/Dianeabbott/posts/965419693600489,#Grenfell Tower Fire Inquiry's deadline to apply as a core participant is TODAY. For further information: https://www.grenfelltowerinquiry.org.uk/wp-content/uploads/2017/08/Protocol_CP_final_for18Aug.docx.pdf,Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-08,https://www.facebook.com/Dianeabbott/posts/965507256925066,https://www.facebook.com/events/124826314813281/?ti=icl,Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-10,https://www.facebook.com/Dianeabbott/posts/955045077971284,VIDEO: Diane Abbott MP on #Grenfell - read her recent Guardian article at https://www.theguardian.com/commentisfree/2017/aug/14/grenfell-tower-fire-victims-betrayed-commissioners-community,Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-11,https://www.facebook.com/Dianeabbott/posts/961953620613763,"In case you missed it, here is Diane Abbott's article on why the Notting Hill Carnival is here to stay from earlier in the week.",Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-12,https://www.facebook.com/Dianeabbott/posts/962039710605154,"ICYMI, here is Diane Abbott MP's recent piece on how #Grenfell fire victims are still being betrayed ↓",Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-14,https://www.facebook.com/Dianeabbott/posts/968387493303709,The Government must act now to avoid another Grenfell Tower catastrophe – fit fire sprinklers to high rise buildings now. Read why from Diane Abbott MP below ↓,Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-14,https://www.facebook.com/Dianeabbott/posts/968421013300357,Six times this Tory Government failed the Grenfell Tower residents. A must read piece from Diane Abbott MP ↓,Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-15,https://www.facebook.com/Dianeabbott/posts/962046910604434,"ICYMI, here is Diane Abbott MP's article from July on Grenfell and why ""we will never reach all those who need help without offering indefinite leave to remain. Without it, some people will simply be too wary of the authorities.""",Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-22,https://www.facebook.com/Dianeabbott/posts/972396216236170,Today marks 100 days since the #GrenfellTower tragedy. The current government is still failing survivors. 100 days later #Grenfell families still have not been properly rehoused↓,Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-22,https://www.facebook.com/Dianeabbott/posts/972470766228715,"Important piece from Diane Abbott: 100 days on, Grenfell survivors need justice, not contempt",Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-26,https://www.facebook.com/Dianeabbott/posts/974341416041650,The Grenfell Tower Tragedy Represents A Fork In The Road For Our Society - important read from Chris Williamson ↓,Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-30,https://www.facebook.com/Dianeabbott/posts/975712949237830,"Grenfell Tower tragedy an indictment of failed housing policies, privatisation and inequality – Jeremy Corbyn speech in full from earlier this week ICYMI ↓",Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-30,https://www.facebook.com/Dianeabbott/posts/975699345905857,"Important from Chris Williamson MP : ""Grenfell should be recognised as a chapter in Britain’s failed experiment with the free market. Other symptoms of this dogma include in-work poverty, crippling student debt, financial instability, homelessness - the list goes on. Over three decades of neoliberalism has created a wide-spread appetite for change to a degree that didn’t exist in the same way in the early 1980s. Unlike many of his peers, Corbyn was lucky enough to have never swallowed the pill of neoliberalism, while many of today’s younger generation, and those left behind by globalisation, have never seen the appeal. The zeitgeist has now shifted and with instances like Grenfell, people increasingly feel it in their bones that system change is desperately needed; these are the foundations for a Corbyn-led Labour government.""",Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-26,https://twitter.com/HackneyAbbott/status/912636950917640192,RT if you agree with @DerbyChrisW - Grenfell must mark a turning point in public policy. https://twitter.com/DerbyChrisW/status/912448023254487040,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-25,https://twitter.com/HackneyAbbott/status/912395238781702145,Shadow Fire Minister @DerbyChrisW explains why #Grenfell tragedy represents a fork in the road for our society http://bit.ly/2xBmwav,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-22,https://twitter.com/HackneyAbbott/status/911262549357850625,100 days after #Grenfell fire:The Gov response is riddled with shortcomings. Pls read & RT my article for @theipaper https://inews.co.uk/?p=92782,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-20,https://twitter.com/HackneyAbbott/status/910425257609252864,Why are housing association flats lying empty when Grenfell survivors need them? https://www.theguardian.com/society/2017/sep/20/kensington-housing-association-flats-empty-grenfell-survivors?CMP=share_btn_tw,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-14,https://twitter.com/HackneyAbbott/status/908406216778543105,Massive silent walk for #Grenfell on 3 month anniversary https://t.co/SlJdcquppi,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-14,https://twitter.com/HackneyAbbott/status/908328235511021568,My piece today on why the #Grenfell inquiry mustn't be perceived as a breach of trust with the local community. https://twitter.com/IndyVoices/status/908260041744150529,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-14,https://twitter.com/HackneyAbbott/status/908325369278853120,I've written for @politicshome on why we need action now to retrofit sprinklers. Please read & RT ↓ #Grenfell https://twitter.com/CentralLobby/status/908241114183892992,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-14,https://twitter.com/HackneyAbbott/status/908298101391286273,Martin Moore Bick walking out on Mike Mansfield QC trying to make a request for another mtg with #Grenfell survivors sends wrong signal,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-14,https://twitter.com/HackneyAbbott/status/908272733678686208,Justice for Hillsborough took 28 years. The Grenfell families can't wait that long | Seraphima Kennedy https://www.theguardian.com/commentisfree/2017/sep/14/grenfell-inquiry-lacks-trust-fail?CMP=share_btn_tw,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-14,https://twitter.com/HackneyAbbott/status/908261574179213312,"As the inquiry begins pls read & RT my article ""Six times this Tory Government failed the #Grenfell Tower residents"" http://www.independent.co.uk/voices/grenfell-tower-fire-inquiry-government-failure-broken-promises-sprinklers-social-housing-a7946086.html",Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-08,https://twitter.com/HackneyAbbott/status/906130411956396032,#Grenfell Tower Fire Inquiry's deadline to apply as a core participant is TODAY . For further information: https://www.grenfelltowerinquiry.org.uk/wp-content/uploads/2017/08/Protocol_CP_final_for18Aug.docx.pdf,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-08,https://twitter.com/HackneyAbbott/status/906095985683779584,#Grenfell Tower Fire Inquiry's deadline to apply as a core participant is TODAY . For further information: https://www.grenfelltowerinquiry.org.uk/wp-content/uploads/2017/08/Protocol_CP_final_for18Aug.docx.pdf https://t.co/Xn0g5pkgxa,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-07,https://twitter.com/HackneyAbbott/status/905789461564456960,"Family pay moving tribute to 'pure hearted' Biruk Haftom, 12, who died in Grenfell Tower blaze along with his mother https://www.standard.co.uk/news/london/family-pay-moving-tribute-to-pure-hearted-boy-12-killed-in-grenfell-tower-blaze-along-with-his-a3628551.html",Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-07,https://twitter.com/HackneyAbbott/status/905735843259801601,"#Grenfell Tower Fire Inquiry deadline to apply as a core participant tomorrow, Friday 8 September. Information : https://www.grenfelltowerinquiry.org.uk/wp-content/uploads/2017/08/Protocol_CP_final_for18Aug.docx.pdf",Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-07,https://twitter.com/HackneyAbbott/status/905730881641480192,"#Grenfell Tower Fire Inquiry deadline to apply as a core participant tomorrow, Friday 8 September. Information : https://www.grenfelltowerinquiry.org.uk/wpcontent/uploads/2017/08/Protocol_CP_final_for18Aug.docx.pdf",Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-06,https://twitter.com/HackneyAbbott/status/905423322086871040,#Grenfell Tower Fire Inquiry deadline this Friday for applications to be a Core participant DEADLINE September 8 https://www.grenfelltowerinquiry.org.uk/wp-content/uploads/2017/08/Protocol_CP_final_for18Aug.docx.pdf,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Diane Abbott,2017-09-06,https://twitter.com/HackneyAbbott/status/905365352942592001,Grenfell survivors on their struggle to find a new home - Why are traumatised survivors battling for new housing? http://www.bbc.co.uk/news/av/uk-41170465/grenfell-survivors-on-their-struggle-to-find-a-new-home,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
